"status","p_value","morans_test_statistic","morans_I","gene_short_name","q_value","gene_id"
"OK",0.41944411701955,0.203315765170948,0.000551537565604512,"ZNF341-AS1",0.533218858097093,"ZNF341-AS1"
"OK",0.420377993907206,0.200926574723541,0.000548025808583042,"ZNF607",0.534280329843835,"ZNF607"
"OK",0.419183116427711,0.203983704826335,0.000544096879495641,"LINC02447",0.532918410754373,"LINC02447"
"OK",0.419623336733096,0.202857167587437,0.00053998796546847,"DCAF4L1",0.533415312164836,"DCAF4L1"
"OK",0.421949887616459,0.196907690655287,0.000534442676100731,"CYP27B1",0.536215058594041,"CYP27B1"
"OK",0.422110739356632,0.196496619025484,0.000530310413826022,"VPS37D",0.536387926466943,"VPS37D"
"OK",0.420992596656534,0.199354827901679,0.000530149239258044,"AC068987.2",0.535029993751336,"AC068987.2"
"OK",0.423183819998781,0.193755107274245,0.000527568346373877,"TBC1D32",0.537625064678051,"TBC1D32"
"OK",0.422806998055985,0.194717646896262,0.000527368354880932,"LHFPL4",0.537177919218639,"LHFPL4"
"OK",0.420026333888424,0.20182611122693,0.000526988498033496,"AC026412.3",0.533864785044633,"AC026412.3"
"OK",0.423232131599855,0.193631714960493,0.000520700169847089,"LINC00920",0.537654832982945,"LINC00920"
"OK",0.422382156203766,0.195803063187332,0.000519754377003826,"ZNF284",0.536701263924466,"ZNF284"
"OK",0.423464266346988,0.193038862347212,0.000518777174747473,"AC002470.1",0.537918104617824,"AC002470.1"
"OK",0.422709066347674,0.194967829424348,0.000518564008172608,"AC100814.1",0.537085073128718,"AC100814.1"
"OK",0.424852157686199,0.189495712220012,0.000511436767199103,"BLACAT1",0.539585961069572,"BLACAT1"
"OK",0.424986692913034,0.189152384168032,0.000510843560708888,"ZNF746",0.539693390953204,"ZNF746"
"OK",0.424954960885427,0.189233360912688,0.000506895041174238,"SLC10A6",0.539684808693822,"SLC10A6"
"OK",0.423737613509153,0.192340843652212,0.00050117960463003,"OPRK1",0.538233693524528,"OPRK1"
"OK",0.426903404741513,0.184263419565907,0.00048769116640674,"ZNF222",0.54193635531129,"ZNF222"
"OK",0.426822449714401,0.184469822002758,0.000485623145338176,"NANOS1",0.541865417596535,"NANOS1"
